mean_return,std_return,mean_length,std_length,mean_acp,mean_map_air,mean_hr_air,mean_pulsatility_air,mean_aggregate_air,mean_unsafe_hours,mean_wean_score,super_metric,custom_metric,seed
0.855203176258283,4.067266000823836,6.0,0.0,1.5,0.04,0.0,0.08333333333333334,0.681,9.0,-0.07833333333333334,0.0,0.06926095287748485,1
